name,date,value
Canada,2020-03-14,1.0
Canada,2020-03-15,1.0
Canada,2020-03-16,4.0
Canada,2020-03-17,5.0
Canada,2020-03-18,8.0
Canada,2020-03-19,9.0
Canada,2020-03-20,12.0
Canada,2020-03-21,19.0
Canada,2020-03-22,20.0
Canada,2020-03-23,24.0
Canada,2020-03-24,25.0
Canada,2020-03-25,29.0
Canada,2020-03-26,37.0
Canada,2020-03-27,53.0
Canada,2020-03-28,60.0
Canada,2020-03-29,63.0
Canada,2020-03-30,79.0
Canada,2020-03-31,100.0
Canada,2020-04-01,108.0
Canada,2020-04-02,138.0
Canada,2020-04-03,178.0
Canada,2020-04-04,217.0
Canada,2020-04-05,258.0
Chile,2020-03-22,1.0
Chile,2020-03-23,2.0
Chile,2020-03-24,2.0
Chile,2020-03-25,3.0
Chile,2020-03-26,4.0
Chile,2020-03-27,5.0
Chile,2020-03-28,6.0
Chile,2020-03-29,7.0
Chile,2020-03-30,8.0
Chile,2020-03-31,12.0
Chile,2020-04-01,16.0
Chile,2020-04-02,18.0
Chile,2020-04-03,22.0
Chile,2020-04-04,27.0
Chile,2020-04-05,34.0
China,2020-01-22,17.0
China,2020-01-23,18.0
China,2020-01-24,26.0
China,2020-01-25,42.0
China,2020-01-26,56.0
China,2020-01-27,82.0
China,2020-01-28,131.0
China,2020-01-29,133.0
China,2020-01-30,171.0
China,2020-01-31,213.0
China,2020-02-01,259.0
China,2020-02-02,361.0
China,2020-02-03,425.0
China,2020-02-04,491.0
China,2020-02-05,563.0
China,2020-02-06,633.0
China,2020-02-07,718.0
China,2020-02-08,805.0
China,2020-02-09,905.0
China,2020-02-10,1012.0
China,2020-02-11,1112.0
China,2020-02-12,1117.0
China,2020-02-13,1369.0
China,2020-02-14,1521.0
China,2020-02-15,1663.0
China,2020-02-16,1766.0
China,2020-02-17,1864.0
China,2020-02-18,2003.0
China,2020-02-19,2116.0
China,2020-02-20,2238.0
China,2020-02-21,2238.0
China,2020-02-22,2443.0
China,2020-02-23,2445.0
China,2020-02-24,2595.0
China,2020-02-25,2665.0
China,2020-02-26,2717.0
China,2020-02-27,2746.0
China,2020-02-28,2790.0
China,2020-02-29,2837.0
China,2020-03-01,2872.0
China,2020-03-02,2914.0
China,2020-03-03,2947.0
China,2020-03-04,2983.0
China,2020-03-05,3015.0
China,2020-03-06,3044.0
China,2020-03-07,3072.0
China,2020-03-08,3100.0
China,2020-03-09,3123.0
China,2020-03-10,3139.0
China,2020-03-11,3161.0
China,2020-03-12,3172.0
China,2020-03-13,3180.0
China,2020-03-14,3193.0
China,2020-03-15,3203.0
China,2020-03-16,3217.0
China,2020-03-17,3230.0
China,2020-03-18,3241.0
China,2020-03-19,3249.0
China,2020-03-20,3253.0
China,2020-03-21,3259.0
China,2020-03-22,3274.0
China,2020-03-23,3274.0
China,2020-03-24,3281.0
China,2020-03-25,3285.0
China,2020-03-26,3291.0
China,2020-03-27,3296.0
China,2020-03-28,3299.0
China,2020-03-29,3304.0
China,2020-03-30,3308.0
China,2020-03-31,3309.0
China,2020-04-01,3316.0
China,2020-04-02,3322.0
China,2020-04-03,3326.0
China,2020-04-04,3330.0
China,2020-04-05,3333.0
Colombia,2020-03-22,2.0
Colombia,2020-03-23,3.0
Colombia,2020-03-24,3.0
Colombia,2020-03-25,4.0
Colombia,2020-03-26,6.0
Colombia,2020-03-27,6.0
Colombia,2020-03-28,6.0
Colombia,2020-03-29,10.0
Colombia,2020-03-30,12.0
Colombia,2020-03-31,16.0
Colombia,2020-04-01,17.0
Colombia,2020-04-02,19.0
Colombia,2020-04-03,25.0
Colombia,2020-04-04,32.0
Colombia,2020-04-05,35.0
Congo (Brazzaville),2020-04-02,2.0
Congo (Brazzaville),2020-04-03,2.0
Congo (Brazzaville),2020-04-04,2.0
Congo (Brazzaville),2020-04-05,5.0
Congo (Kinshasa),2020-03-21,1.0
Congo (Kinshasa),2020-03-22,1.0
Congo (Kinshasa),2020-03-23,1.0
Congo (Kinshasa),2020-03-24,2.0
Congo (Kinshasa),2020-03-25,2.0
Congo (Kinshasa),2020-03-26,3.0
Congo (Kinshasa),2020-03-27,3.0
Congo (Kinshasa),2020-03-28,6.0
Congo (Kinshasa),2020-03-29,6.0
Congo (Kinshasa),2020-03-30,8.0
Congo (Kinshasa),2020-03-31,8.0
Congo (Kinshasa),2020-04-01,9.0
Congo (Kinshasa),2020-04-02,13.0
Congo (Kinshasa),2020-04-03,13.0
Congo (Kinshasa),2020-04-04,18.0
Congo (Kinshasa),2020-04-05,18.0
Costa Rica,2020-03-19,1.0
Costa Rica,2020-03-20,1.0
Costa Rica,2020-03-21,2.0
Costa Rica,2020-03-22,2.0
Costa Rica,2020-03-23,2.0
Costa Rica,2020-03-24,2.0
Costa Rica,2020-03-25,2.0
Costa Rica,2020-03-26,2.0
Costa Rica,2020-03-27,2.0
Costa Rica,2020-03-28,2.0
Costa Rica,2020-03-29,2.0
Costa Rica,2020-03-30,2.0
Costa Rica,2020-03-31,2.0
Costa Rica,2020-04-01,2.0
Costa Rica,2020-04-02,2.0
Costa Rica,2020-04-03,2.0
Costa Rica,2020-04-04,2.0
Costa Rica,2020-04-05,2.0
Cote d'Ivoire,2020-03-29,1.0
Cote d'Ivoire,2020-03-30,1.0
Cote d'Ivoire,2020-03-31,1.0
Cote d'Ivoire,2020-04-01,1.0
Cote d'Ivoire,2020-04-02,1.0
Cote d'Ivoire,2020-04-03,1.0
Cote d'Ivoire,2020-04-04,1.0
Cote d'Ivoire,2020-04-05,3.0
Croatia,2020-03-19,1.0
Croatia,2020-03-20,1.0
Croatia,2020-03-21,1.0
Croatia,2020-03-22,1.0
Croatia,2020-03-23,1.0
Croatia,2020-03-24,1.0
Croatia,2020-03-25,1.0
Croatia,2020-03-26,3.0
Croatia,2020-03-27,3.0
Croatia,2020-03-28,5.0
Croatia,2020-03-29,6.0
Croatia,2020-03-30,6.0
Croatia,2020-03-31,6.0
Croatia,2020-04-01,6.0
Croatia,2020-04-02,7.0
Croatia,2020-04-03,8.0
Croatia,2020-04-04,12.0
Croatia,2020-04-05,15.0
Cuba,2020-03-18,1.0
Cuba,2020-03-19,1.0
Cuba,2020-03-20,1.0
Cuba,2020-03-21,1.0
Cuba,2020-03-22,1.0
Cuba,2020-03-23,1.0
Cuba,2020-03-24,1.0
Cuba,2020-03-25,1.0
Cuba,2020-03-26,2.0
Cuba,2020-03-27,2.0
Cuba,2020-03-28,3.0
Cuba,2020-03-29,3.0
Cuba,2020-03-30,4.0
Cuba,2020-03-31,6.0
Cuba,2020-04-01,6.0
Cuba,2020-04-02,6.0
Cuba,2020-04-03,6.0
Cuba,2020-04-04,6.0
Cuba,2020-04-05,8.0
Cyprus,2020-03-22,1.0
Cyprus,2020-03-23,1.0
Cyprus,2020-03-24,3.0
Cyprus,2020-03-25,3.0
Cyprus,2020-03-26,3.0
Cyprus,2020-03-27,5.0
Cyprus,2020-03-28,5.0
Cyprus,2020-03-29,5.0
Cyprus,2020-03-30,7.0
Cyprus,2020-03-31,8.0
Cyprus,2020-04-01,9.0
Cyprus,2020-04-02,10.0
Cyprus,2020-04-03,11.0
Cyprus,2020-04-04,11.0
Cyprus,2020-04-05,9.0
Czechia,2020-03-22,1.0
Czechia,2020-03-23,1.0
Czechia,2020-03-24,3.0
Czechia,2020-03-25,6.0
Czechia,2020-03-26,9.0
Czechia,2020-03-27,9.0
Czechia,2020-03-28,11.0
Czechia,2020-03-29,16.0
Czechia,2020-03-30,23.0
Czechia,2020-03-31,31.0
Czechia,2020-04-01,39.0
Czechia,2020-04-02,44.0
Czechia,2020-04-03,53.0
Czechia,2020-04-04,59.0
Czechia,2020-04-05,67.0
Denmark,2020-03-14,1.0
Denmark,2020-03-15,2.0
Denmark,2020-03-16,3.0
Denmark,2020-03-17,4.0
Denmark,2020-03-18,4.0
Denmark,2020-03-19,6.0
Denmark,2020-03-20,9.0
Denmark,2020-03-21,13.0
Denmark,2020-03-22,13.0
Denmark,2020-03-23,24.0
Denmark,2020-03-24,32.0
Denmark,2020-03-25,34.0
Denmark,2020-03-26,41.0
Denmark,2020-03-27,52.0
Denmark,2020-03-28,65.0
Denmark,2020-03-29,72.0
Denmark,2020-03-30,77.0
Denmark,2020-03-31,90.0
Denmark,2020-04-01,104.0
Denmark,2020-04-02,123.0
Denmark,2020-04-03,139.0
Denmark,2020-04-04,161.0
Denmark,2020-04-05,179.0
Diamond Princess,2020-02-20,2.0
Diamond Princess,2020-02-21,2.0
Diamond Princess,2020-02-22,2.0
Diamond Princess,2020-02-23,3.0
Diamond Princess,2020-02-24,3.0
Diamond Princess,2020-02-25,3.0
Diamond Princess,2020-02-26,4.0
Diamond Princess,2020-02-27,4.0
Diamond Princess,2020-02-28,6.0
Diamond Princess,2020-02-29,6.0
Diamond Princess,2020-03-01,6.0
Diamond Princess,2020-03-02,6.0
Diamond Princess,2020-03-03,6.0
Diamond Princess,2020-03-04,6.0
Diamond Princess,2020-03-05,6.0
Diamond Princess,2020-03-06,6.0
Diamond Princess,2020-03-07,6.0
Diamond Princess,2020-03-08,6.0
Diamond Princess,2020-03-09,6.0
Diamond Princess,2020-03-10,6.0
Diamond Princess,2020-03-11,7.0
Diamond Princess,2020-03-12,7.0
Diamond Princess,2020-03-13,7.0
Diamond Princess,2020-03-14,7.0
Diamond Princess,2020-03-15,7.0
Diamond Princess,2020-03-16,7.0
Diamond Princess,2020-03-17,7.0
Diamond Princess,2020-03-18,7.0
Diamond Princess,2020-03-19,7.0
Diamond Princess,2020-03-20,7.0
Diamond Princess,2020-03-21,8.0
Diamond Princess,2020-03-22,8.0
Diamond Princess,2020-03-23,8.0
Diamond Princess,2020-03-24,10.0
Diamond Princess,2020-03-25,10.0
Diamond Princess,2020-03-26,10.0
Diamond Princess,2020-03-27,10.0
Diamond Princess,2020-03-28,10.0
Diamond Princess,2020-03-29,10.0
Diamond Princess,2020-03-30,10.0
Diamond Princess,2020-03-31,10.0
Diamond Princess,2020-04-01,11.0
Diamond Princess,2020-04-02,11.0
Diamond Princess,2020-04-03,11.0
Diamond Princess,2020-04-04,11.0
Diamond Princess,2020-04-05,11.0
Dominican Republic,2020-03-17,1.0
Dominican Republic,2020-03-18,1.0
Dominican Republic,2020-03-19,2.0
Dominican Republic,2020-03-20,2.0
Dominican Republic,2020-03-21,2.0
Dominican Republic,2020-03-22,3.0
Dominican Republic,2020-03-23,3.0
Dominican Republic,2020-03-24,6.0
Dominican Republic,2020-03-25,10.0
Dominican Republic,2020-03-26,10.0
Dominican Republic,2020-03-27,20.0
Dominican Republic,2020-03-28,28.0
Dominican Republic,2020-03-29,39.0
Dominican Republic,2020-03-30,42.0
Dominican Republic,2020-03-31,51.0
Dominican Republic,2020-04-01,57.0
Dominican Republic,2020-04-02,60.0
Dominican Republic,2020-04-03,68.0
Dominican Republic,2020-04-04,68.0
Dominican Republic,2020-04-05,82.0
Ecuador,2020-03-14,2.0
Ecuador,2020-03-15,2.0
Ecuador,2020-03-16,2.0
Ecuador,2020-03-17,2.0
Ecuador,2020-03-18,2.0
Ecuador,2020-03-19,3.0
Ecuador,2020-03-20,5.0
Ecuador,2020-03-21,7.0
Ecuador,2020-03-22,14.0
Ecuador,2020-03-23,18.0
Ecuador,2020-03-24,27.0
Ecuador,2020-03-25,28.0
Ecuador,2020-03-26,34.0
Ecuador,2020-03-27,36.0
Ecuador,2020-03-28,48.0
Ecuador,2020-03-29,58.0
Ecuador,2020-03-30,60.0
Ecuador,2020-03-31,75.0
Ecuador,2020-04-01,93.0
Ecuador,2020-04-02,120.0
Ecuador,2020-04-03,145.0
Ecuador,2020-04-04,172.0
Ecuador,2020-04-05,180.0
Egypt,2020-03-08,1.0
Egypt,2020-03-09,1.0
Egypt,2020-03-10,1.0
Egypt,2020-03-11,1.0
Egypt,2020-03-12,1.0
Egypt,2020-03-13,2.0
Egypt,2020-03-14,2.0
Egypt,2020-03-15,2.0
Egypt,2020-03-16,2.0
Egypt,2020-03-17,4.0
Egypt,2020-03-18,6.0
Egypt,2020-03-19,6.0
Egypt,2020-03-20,8.0
Egypt,2020-03-21,10.0
Egypt,2020-03-22,14.0
Egypt,2020-03-23,19.0
Egypt,2020-03-24,20.0
Egypt,2020-03-25,21.0
Egypt,2020-03-26,24.0
Egypt,2020-03-27,30.0
Egypt,2020-03-28,36.0
Egypt,2020-03-29,40.0
Egypt,2020-03-30,41.0
Egypt,2020-03-31,46.0
Egypt,2020-04-01,52.0
Egypt,2020-04-02,58.0
Egypt,2020-04-03,66.0
Egypt,2020-04-04,71.0
Egypt,2020-04-05,78.0
El Salvador,2020-03-31,1.0
El Salvador,2020-04-01,1.0
El Salvador,2020-04-02,2.0
El Salvador,2020-04-03,2.0
El Salvador,2020-04-04,3.0
El Salvador,2020-04-05,3.0
Estonia,2020-03-25,1.0
Estonia,2020-03-26,1.0
Estonia,2020-03-27,1.0
Estonia,2020-03-28,1.0
Estonia,2020-03-29,3.0
Estonia,2020-03-30,3.0
Estonia,2020-03-31,4.0
Estonia,2020-04-01,5.0
Estonia,2020-04-02,11.0
Estonia,2020-04-03,12.0
Estonia,2020-04-04,13.0
Estonia,2020-04-05,15.0
Ethiopia,2020-04-05,2.0
Finland,2020-03-21,1.0
Finland,2020-03-22,1.0
Finland,2020-03-23,1.0
