name,date,value,category
Cuba,2020-03-13,4.0,
Cuba,2020-03-14,4.0,
Cuba,2020-03-15,4.0,
Cuba,2020-03-16,4.0,
Cuba,2020-03-17,5.0,
Cuba,2020-03-18,7.0,
Cuba,2020-03-19,11.0,
Cuba,2020-03-20,16.0,
Cuba,2020-03-21,21.0,
Cuba,2020-03-22,35.0,
Cuba,2020-03-23,40.0,
Cuba,2020-03-24,48.0,
Cuba,2020-03-25,57.0,
Cuba,2020-03-26,67.0,
Cuba,2020-03-27,80.0,
Cuba,2020-03-28,119.0,
Cuba,2020-03-29,139.0,
Cuba,2020-03-30,170.0,
Cuba,2020-03-31,186.0,
Cuba,2020-04-01,212.0,
Cuba,2020-04-02,233.0,
Cuba,2020-04-03,269.0,
Cuba,2020-04-04,288.0,
Cuba,2020-04-05,320.0,
Cyprus,2020-03-01,0.0,EU
Cyprus,2020-03-01,0.0,AS
Cyprus,2020-03-02,0.0,EU
Cyprus,2020-03-02,0.0,AS
Cyprus,2020-03-03,0.0,EU
Cyprus,2020-03-03,0.0,AS
Cyprus,2020-03-04,0.0,EU
Cyprus,2020-03-04,0.0,AS
Cyprus,2020-03-05,0.0,EU
Cyprus,2020-03-05,0.0,AS
Cyprus,2020-03-06,0.0,EU
Cyprus,2020-03-06,0.0,AS
Cyprus,2020-03-07,0.0,EU
Cyprus,2020-03-07,0.0,AS
Cyprus,2020-03-08,0.0,EU
Cyprus,2020-03-08,0.0,AS
Cyprus,2020-03-09,2.0,EU
Cyprus,2020-03-09,2.0,AS
Cyprus,2020-03-10,3.0,EU
Cyprus,2020-03-10,3.0,AS
Cyprus,2020-03-11,6.0,EU
Cyprus,2020-03-11,6.0,AS
Cyprus,2020-03-12,6.0,EU
Cyprus,2020-03-12,6.0,AS
Cyprus,2020-03-13,14.0,EU
Cyprus,2020-03-13,14.0,AS
Cyprus,2020-03-14,26.0,EU
Cyprus,2020-03-14,26.0,AS
Cyprus,2020-03-15,26.0,EU
Cyprus,2020-03-15,26.0,AS
Cyprus,2020-03-16,33.0,EU
Cyprus,2020-03-16,33.0,AS
Cyprus,2020-03-17,46.0,EU
Cyprus,2020-03-17,46.0,AS
Cyprus,2020-03-18,49.0,EU
Cyprus,2020-03-18,49.0,AS
Cyprus,2020-03-19,67.0,EU
Cyprus,2020-03-19,67.0,AS
Cyprus,2020-03-20,67.0,EU
Cyprus,2020-03-20,67.0,AS
Cyprus,2020-03-21,84.0,EU
Cyprus,2020-03-21,84.0,AS
Cyprus,2020-03-22,95.0,EU
Cyprus,2020-03-22,95.0,AS
Cyprus,2020-03-23,116.0,EU
Cyprus,2020-03-23,116.0,AS
Cyprus,2020-03-24,124.0,EU
Cyprus,2020-03-24,124.0,AS
Cyprus,2020-03-25,132.0,EU
Cyprus,2020-03-25,132.0,AS
Cyprus,2020-03-26,146.0,EU
Cyprus,2020-03-26,146.0,AS
Cyprus,2020-03-27,162.0,EU
Cyprus,2020-03-27,162.0,AS
Cyprus,2020-03-28,179.0,EU
Cyprus,2020-03-28,179.0,AS
Cyprus,2020-03-29,214.0,EU
Cyprus,2020-03-29,214.0,AS
Cyprus,2020-03-30,230.0,EU
Cyprus,2020-03-30,230.0,AS
Cyprus,2020-03-31,262.0,EU
Cyprus,2020-03-31,262.0,AS
Cyprus,2020-04-01,320.0,EU
Cyprus,2020-04-01,320.0,AS
Cyprus,2020-04-02,356.0,EU
Cyprus,2020-04-02,356.0,AS
Cyprus,2020-04-03,396.0,EU
Cyprus,2020-04-03,396.0,AS
Cyprus,2020-04-04,426.0,EU
Cyprus,2020-04-04,426.0,AS
Cyprus,2020-04-05,446.0,EU
Cyprus,2020-04-05,446.0,AS
Czechia,2020-03-01,3.0,
Czechia,2020-03-02,3.0,
Czechia,2020-03-03,5.0,
Czechia,2020-03-04,8.0,
Czechia,2020-03-05,12.0,
Czechia,2020-03-06,18.0,
Czechia,2020-03-07,19.0,
Czechia,2020-03-08,31.0,
Czechia,2020-03-09,31.0,
Czechia,2020-03-10,41.0,
Czechia,2020-03-11,91.0,
Czechia,2020-03-12,94.0,
Czechia,2020-03-13,141.0,
Czechia,2020-03-14,189.0,
Czechia,2020-03-15,253.0,
Czechia,2020-03-16,298.0,
Czechia,2020-03-17,396.0,
Czechia,2020-03-18,464.0,
Czechia,2020-03-19,694.0,
Czechia,2020-03-20,833.0,
Czechia,2020-03-21,995.0,
Czechia,2020-03-22,1120.0,
Czechia,2020-03-23,1236.0,
Czechia,2020-03-24,1394.0,
Czechia,2020-03-25,1654.0,
Czechia,2020-03-26,1925.0,
Czechia,2020-03-27,2279.0,
Czechia,2020-03-28,2631.0,
Czechia,2020-03-29,2817.0,
Czechia,2020-03-30,3001.0,
Czechia,2020-03-31,3308.0,
Czechia,2020-04-01,3508.0,
Czechia,2020-04-02,3858.0,
Czechia,2020-04-03,4091.0,
Czechia,2020-04-04,4472.0,
Czechia,2020-04-05,4587.0,
Denmark,2020-03-01,4.0,EU
Denmark,2020-03-02,4.0,EU
Denmark,2020-03-03,6.0,EU
Denmark,2020-03-04,11.0,EU
Denmark,2020-03-05,11.0,EU
Denmark,2020-03-06,24.0,EU
Denmark,2020-03-07,24.0,EU
Denmark,2020-03-08,37.0,EU
Denmark,2020-03-09,92.0,EU
Denmark,2020-03-10,264.0,EU
Denmark,2020-03-11,444.0,EU
Denmark,2020-03-12,617.0,EU
Denmark,2020-03-13,804.0,EU
Denmark,2020-03-14,836.0,EU
Denmark,2020-03-15,875.0,EU
Denmark,2020-03-16,933.0,EU
Denmark,2020-03-17,1025.0,EU
Denmark,2020-03-18,1116.0,EU
Denmark,2020-03-19,1225.0,EU
Denmark,2020-03-20,1337.0,EU
Denmark,2020-03-21,1420.0,EU
Denmark,2020-03-22,1514.0,EU
Denmark,2020-03-23,1572.0,EU
Denmark,2020-03-24,1718.0,EU
Denmark,2020-03-25,1862.0,EU
Denmark,2020-03-26,2023.0,EU
Denmark,2020-03-27,2200.0,EU
Denmark,2020-03-28,2366.0,EU
Denmark,2020-03-29,2564.0,EU
Denmark,2020-03-30,2755.0,EU
Denmark,2020-03-31,3039.0,EU
Denmark,2020-04-01,3290.0,EU
Denmark,2020-04-02,3573.0,EU
Denmark,2020-04-03,3946.0,EU
Denmark,2020-04-04,4269.0,EU
Denmark,2020-04-05,4561.0,EU
Diamond Princess,2020-03-01,705.0,
Diamond Princess,2020-03-02,705.0,
Diamond Princess,2020-03-03,706.0,
Diamond Princess,2020-03-04,706.0,
Diamond Princess,2020-03-05,706.0,
Diamond Princess,2020-03-06,706.0,
Diamond Princess,2020-03-07,706.0,
Diamond Princess,2020-03-08,706.0,
Diamond Princess,2020-03-09,706.0,
Diamond Princess,2020-03-10,706.0,
Diamond Princess,2020-03-11,706.0,
Diamond Princess,2020-03-12,706.0,
Diamond Princess,2020-03-13,706.0,
Diamond Princess,2020-03-14,706.0,
Diamond Princess,2020-03-15,706.0,
Diamond Princess,2020-03-16,706.0,
Diamond Princess,2020-03-17,706.0,
Diamond Princess,2020-03-18,712.0,
Diamond Princess,2020-03-19,712.0,
Diamond Princess,2020-03-20,712.0,
Diamond Princess,2020-03-21,712.0,
Diamond Princess,2020-03-22,712.0,
Diamond Princess,2020-03-23,712.0,
Diamond Princess,2020-03-24,712.0,
Diamond Princess,2020-03-25,712.0,
Diamond Princess,2020-03-26,712.0,
Diamond Princess,2020-03-27,712.0,
Diamond Princess,2020-03-28,712.0,
Diamond Princess,2020-03-29,712.0,
Diamond Princess,2020-03-30,712.0,
Diamond Princess,2020-03-31,712.0,
Diamond Princess,2020-04-01,712.0,
Diamond Princess,2020-04-02,712.0,
Diamond Princess,2020-04-03,712.0,
Diamond Princess,2020-04-04,712.0,
Diamond Princess,2020-04-05,712.0,
Djibouti,2020-03-01,0.0,AF
Djibouti,2020-03-02,0.0,AF
Djibouti,2020-03-03,0.0,AF
Djibouti,2020-03-04,0.0,AF
Djibouti,2020-03-05,0.0,AF
Djibouti,2020-03-06,0.0,AF
Djibouti,2020-03-07,0.0,AF
Djibouti,2020-03-08,0.0,AF
Djibouti,2020-03-09,0.0,AF
Djibouti,2020-03-10,0.0,AF
Djibouti,2020-03-11,0.0,AF
Djibouti,2020-03-12,0.0,AF
Djibouti,2020-03-13,0.0,AF
Djibouti,2020-03-14,0.0,AF
Djibouti,2020-03-15,0.0,AF
Djibouti,2020-03-16,0.0,AF
Djibouti,2020-03-17,0.0,AF
Djibouti,2020-03-18,1.0,AF
Djibouti,2020-03-19,1.0,AF
Djibouti,2020-03-20,1.0,AF
Djibouti,2020-03-21,1.0,AF
Djibouti,2020-03-22,1.0,AF
Djibouti,2020-03-23,3.0,AF
Djibouti,2020-03-24,3.0,AF
Djibouti,2020-03-25,11.0,AF
Djibouti,2020-03-26,11.0,AF
Djibouti,2020-03-27,12.0,AF
Djibouti,2020-03-28,14.0,AF
Djibouti,2020-03-29,18.0,AF
Djibouti,2020-03-30,18.0,AF
Djibouti,2020-03-31,30.0,AF
Djibouti,2020-04-01,33.0,AF
Djibouti,2020-04-02,40.0,AF
Djibouti,2020-04-03,49.0,AF
Djibouti,2020-04-04,50.0,AF
Djibouti,2020-04-05,59.0,AF
Dominica,2020-03-01,0.0,
Dominica,2020-03-02,0.0,
Dominica,2020-03-03,0.0,
Dominica,2020-03-04,0.0,
Dominica,2020-03-05,0.0,
Dominica,2020-03-06,0.0,
Dominica,2020-03-07,0.0,
Dominica,2020-03-08,0.0,
Dominica,2020-03-09,0.0,
Dominica,2020-03-10,0.0,
Dominica,2020-03-11,0.0,
Dominica,2020-03-12,0.0,
Dominica,2020-03-13,0.0,
Dominica,2020-03-14,0.0,
Dominica,2020-03-15,0.0,
Dominica,2020-03-16,0.0,
Dominica,2020-03-17,0.0,
Dominica,2020-03-18,0.0,
Dominica,2020-03-19,0.0,
Dominica,2020-03-20,0.0,
Dominica,2020-03-21,0.0,
Dominica,2020-03-22,1.0,
Dominica,2020-03-23,2.0,
Dominica,2020-03-24,2.0,
Dominica,2020-03-25,7.0,
Dominica,2020-03-26,11.0,
Dominica,2020-03-27,11.0,
Dominica,2020-03-28,11.0,
Dominica,2020-03-29,11.0,
Dominica,2020-03-30,11.0,
Dominica,2020-03-31,12.0,
Dominica,2020-04-01,12.0,
Dominica,2020-04-02,12.0,
Dominica,2020-04-03,12.0,
Dominica,2020-04-04,14.0,
Dominica,2020-04-05,14.0,
Dominican Republic,2020-03-01,1.0,
Dominican Republic,2020-03-02,1.0,
Dominican Republic,2020-03-03,1.0,
Dominican Republic,2020-03-04,1.0,
Dominican Republic,2020-03-05,1.0,
Dominican Republic,2020-03-06,2.0,
Dominican Republic,2020-03-07,2.0,
Dominican Republic,2020-03-08,5.0,
Dominican Republic,2020-03-09,5.0,
Dominican Republic,2020-03-10,5.0,
Dominican Republic,2020-03-11,5.0,
Dominican Republic,2020-03-12,5.0,
Dominican Republic,2020-03-13,5.0,
Dominican Republic,2020-03-14,11.0,
Dominican Republic,2020-03-15,11.0,
Dominican Republic,2020-03-16,11.0,
Dominican Republic,2020-03-17,21.0,
Dominican Republic,2020-03-18,21.0,
Dominican Republic,2020-03-19,34.0,
Dominican Republic,2020-03-20,72.0,
Dominican Republic,2020-03-21,112.0,
Dominican Republic,2020-03-22,202.0,
Dominican Republic,2020-03-23,245.0,
Dominican Republic,2020-03-24,312.0,
Dominican Republic,2020-03-25,392.0,
Dominican Republic,2020-03-26,488.0,
Dominican Republic,2020-03-27,581.0,
Dominican Republic,2020-03-28,719.0,
Dominican Republic,2020-03-29,859.0,
Dominican Republic,2020-03-30,901.0,
Dominican Republic,2020-03-31,1109.0,
Dominican Republic,2020-04-01,1284.0,
Dominican Republic,2020-04-02,1380.0,
Dominican Republic,2020-04-03,1488.0,
Dominican Republic,2020-04-04,1488.0,
Dominican Republic,2020-04-05,1745.0,
Ecuador,2020-03-01,6.0,SA
Ecuador,2020-03-02,6.0,SA
Ecuador,2020-03-03,7.0,SA
Ecuador,2020-03-04,10.0,SA
Ecuador,2020-03-05,13.0,SA
Ecuador,2020-03-06,13.0,SA
Ecuador,2020-03-07,13.0,SA
Ecuador,2020-03-08,14.0,SA
Ecuador,2020-03-09,15.0,SA
Ecuador,2020-03-10,15.0,SA
Ecuador,2020-03-11,17.0,SA
Ecuador,2020-03-12,17.0,SA
Ecuador,2020-03-13,17.0,SA
Ecuador,2020-03-14,28.0,SA
Ecuador,2020-03-15,28.0,SA
Ecuador,2020-03-16,37.0,SA
Ecuador,2020-03-17,58.0,SA
Ecuador,2020-03-18,111.0,SA
Ecuador,2020-03-19,199.0,SA
Ecuador,2020-03-20,367.0,SA
Ecuador,2020-03-21,506.0,SA
Ecuador,2020-03-22,789.0,SA
Ecuador,2020-03-23,981.0,SA
Ecuador,2020-03-24,1082.0,SA
Ecuador,2020-03-25,1173.0,SA
Ecuador,2020-03-26,1403.0,SA
Ecuador,2020-03-27,1595.0,SA
Ecuador,2020-03-28,1823.0,SA
Ecuador,2020-03-29,1924.0,SA
Ecuador,2020-03-30,1962.0,SA
Ecuador,2020-03-31,2240.0,SA
Ecuador,2020-04-01,2748.0,SA
Ecuador,2020-04-02,3163.0,SA
Ecuador,2020-04-03,3368.0,SA
Ecuador,2020-04-04,3465.0,SA
Ecuador,2020-04-05,3646.0,SA
Egypt,2020-03-01,2.0,AF
Egypt,2020-03-02,2.0,AF
Egypt,2020-03-03,2.0,AF
Egypt,2020-03-04,2.0,AF
Egypt,2020-03-05,3.0,AF
Egypt,2020-03-06,15.0,AF
Egypt,2020-03-07,15.0,AF
Egypt,2020-03-08,49.0,AF
Egypt,2020-03-09,55.0,AF
Egypt,2020-03-10,59.0,AF
Egypt,2020-03-11,60.0,AF
Egypt,2020-03-12,67.0,AF
Egypt,2020-03-13,80.0,AF
Egypt,2020-03-14,109.0,AF
Egypt,2020-03-15,110.0,AF
Egypt,2020-03-16,150.0,AF
Egypt,2020-03-17,196.0,AF
Egypt,2020-03-18,196.0,AF
Egypt,2020-03-19,256.0,AF
Egypt,2020-03-20,285.0,AF
Egypt,2020-03-21,294.0,AF
Egypt,2020-03-22,327.0,AF
Egypt,2020-03-23,366.0,AF
Egypt,2020-03-24,402.0,AF
Egypt,2020-03-25,456.0,AF
Egypt,2020-03-26,495.0,AF
Egypt,2020-03-27,536.0,AF
Egypt,2020-03-28,576.0,AF
Egypt,2020-03-29,609.0,AF
Egypt,2020-03-30,656.0,AF
Egypt,2020-03-31,710.0,AF
Egypt,2020-04-01,779.0,AF
Egypt,2020-04-02,865.0,AF
Egypt,2020-04-03,985.0,AF
Egypt,2020-04-04,1070.0,AF
Egypt,2020-04-05,1173.0,AF
El Salvador,2020-03-01,0.0,
El Salvador,2020-03-02,0.0,
El Salvador,2020-03-03,0.0,
El Salvador,2020-03-04,0.0,
El Salvador,2020-03-05,0.0,
El Salvador,2020-03-06,0.0,
El Salvador,2020-03-07,0.0,
El Salvador,2020-03-08,0.0,
El Salvador,2020-03-09,0.0,
El Salvador,2020-03-10,0.0,
El Salvador,2020-03-11,0.0,
El Salvador,2020-03-12,0.0,
El Salvador,2020-03-13,0.0,
El Salvador,2020-03-14,0.0,
El Salvador,2020-03-15,0.0,
El Salvador,2020-03-16,0.0,
El Salvador,2020-03-17,0.0,
El Salvador,2020-03-18,0.0,
El Salvador,2020-03-19,1.0,
El Salvador,2020-03-20,1.0,
El Salvador,2020-03-21,3.0,
El Salvador,2020-03-22,3.0,
El Salvador,2020-03-23,3.0,
El Salvador,2020-03-24,5.0,
El Salvador,2020-03-25,9.0,
El Salvador,2020-03-26,13.0,
El Salvador,2020-03-27,13.0,
El Salvador,2020-03-28,19.0,
El Salvador,2020-03-29,24.0,
El Salvador,2020-03-30,30.0,
El Salvador,2020-03-31,32.0,
El Salvador,2020-04-01,32.0,
El Salvador,2020-04-02,41.0,
El Salvador,2020-04-03,46.0,
El Salvador,2020-04-04,56.0,
El Salvador,2020-04-05,62.0,
Equatorial Guinea,2020-03-01,0.0,AF
Equatorial Guinea,2020-03-02,0.0,AF
Equatorial Guinea,2020-03-03,0.0,AF
Equatorial Guinea,2020-03-04,0.0,AF
Equatorial Guinea,2020-03-05,0.0,AF
Equatorial Guinea,2020-03-06,0.0,AF
Equatorial Guinea,2020-03-07,0.0,AF
Equatorial Guinea,2020-03-08,0.0,AF
Equatorial Guinea,2020-03-09,0.0,AF
Equatorial Guinea,2020-03-10,0.0,AF
Equatorial Guinea,2020-03-11,0.0,AF
Equatorial Guinea,2020-03-12,0.0,AF
Equatorial Guinea,2020-03-13,0.0,AF
Equatorial Guinea,2020-03-14,0.0,AF
Equatorial Guinea,2020-03-15,1.0,AF
Equatorial Guinea,2020-03-16,1.0,AF
Equatorial Guinea,2020-03-17,1.0,AF
Equatorial Guinea,2020-03-18,4.0,AF
Equatorial Guinea,2020-03-19,6.0,AF
Equatorial Guinea,2020-03-20,6.0,AF
Equatorial Guinea,2020-03-21,6.0,AF
Equatorial Guinea,2020-03-22,6.0,AF
Equatorial Guinea,2020-03-23,9.0,AF
Equatorial Guinea,2020-03-24,9.0,AF
Equatorial Guinea,2020-03-25,9.0,AF
Equatorial Guinea,2020-03-26,12.0,AF
Equatorial Guinea,2020-03-27,12.0,AF
Equatorial Guinea,2020-03-28,12.0,AF
Equatorial Guinea,2020-03-29,12.0,AF
Equatorial Guinea,2020-03-30,12.0,AF
Equatorial Guinea,2020-03-31,12.0,AF
Equatorial Guinea,2020-04-01,15.0,AF
Equatorial Guinea,2020-04-02,15.0,AF
Equatorial Guinea,2020-04-03,16.0,AF
Equatorial Guinea,2020-04-04,16.0,AF
Equatorial Guinea,2020-04-05,16.0,AF
Eritrea,2020-03-01,0.0,AF
Eritrea,2020-03-02,0.0,AF
Eritrea,2020-03-03,0.0,AF
Eritrea,2020-03-04,0.0,AF
Eritrea,2020-03-05,0.0,AF
Eritrea,2020-03-06,0.0,AF
Eritrea,2020-03-07,0.0,AF
Eritrea,2020-03-08,0.0,AF
Eritrea,2020-03-09,0.0,AF
Eritrea,2020-03-10,0.0,AF
Eritrea,2020-03-11,0.0,AF
Eritrea,2020-03-12,0.0,AF
Eritrea,2020-03-13,0.0,AF
Eritrea,2020-03-14,0.0,AF
Eritrea,2020-03-15,0.0,AF
Eritrea,2020-03-16,0.0,AF
Eritrea,2020-03-17,0.0,AF
Eritrea,2020-03-18,0.0,AF
Eritrea,2020-03-19,0.0,AF
Eritrea,2020-03-20,0.0,AF
Eritrea,2020-03-21,1.0,AF
Eritrea,2020-03-22,1.0,AF
Eritrea,2020-03-23,1.0,AF
Eritrea,2020-03-24,1.0,AF
Eritrea,2020-03-25,4.0,AF
Eritrea,2020-03-26,6.0,AF
Eritrea,2020-03-27,6.0,AF
Eritrea,2020-03-28,6.0,AF
Eritrea,2020-03-29,12.0,AF
Eritrea,2020-03-30,12.0,AF
Eritrea,2020-03-31,15.0,AF
Eritrea,2020-04-01,15.0,AF
Eritrea,2020-04-02,22.0,AF
Eritrea,2020-04-03,22.0,AF
Eritrea,2020-04-04,29.0,AF
Eritrea,2020-04-05,29.0,AF
Estonia,2020-03-01,1.0,EU
Estonia,2020-03-02,1.0,EU
Estonia,2020-03-03,2.0,EU
Estonia,2020-03-04,2.0,EU
Estonia,2020-03-05,3.0,EU
Estonia,2020-03-06,10.0,EU
Estonia,2020-03-07,10.0,EU
Estonia,2020-03-08,10.0,EU
Estonia,2020-03-09,10.0,EU
Estonia,2020-03-10,12.0,EU
Estonia,2020-03-11,16.0,EU
Estonia,2020-03-12,16.0,EU
Estonia,2020-03-13,79.0,EU
Estonia,2020-03-14,115.0,EU
Estonia,2020-03-15,171.0,EU
Estonia,2020-03-16,205.0,EU
Estonia,2020-03-17,225.0,EU
Estonia,2020-03-18,258.0,EU
Estonia,2020-03-19,267.0,EU
Estonia,2020-03-20,283.0,EU
Estonia,2020-03-21,306.0,EU
Estonia,2020-03-22,326.0,EU
Estonia,2020-03-23,352.0,EU
Estonia,2020-03-24,369.0,EU
Estonia,2020-03-25,404.0,EU
Estonia,2020-03-26,538.0,EU
Estonia,2020-03-27,575.0,EU
Estonia,2020-03-28,645.0,EU
Estonia,2020-03-29,679.0,EU
Estonia,2020-03-30,715.0,EU
Estonia,2020-03-31,745.0,EU
Estonia,2020-04-01,779.0,EU
Estonia,2020-04-02,858.0,EU
Estonia,2020-04-03,961.0,EU
Estonia,2020-04-04,1039.0,EU
Estonia,2020-04-05,1097.0,EU
Eswatini,2020-03-01,0.0,
Eswatini,2020-03-02,0.0,
Eswatini,2020-03-03,0.0,
Eswatini,2020-03-04,0.0,
Eswatini,2020-03-05,0.0,
Eswatini,2020-03-06,0.0,
Eswatini,2020-03-07,0.0,
Eswatini,2020-03-08,0.0,
Eswatini,2020-03-09,0.0,
Eswatini,2020-03-10,0.0,
Eswatini,2020-03-11,0.0,
Eswatini,2020-03-12,0.0,
Eswatini,2020-03-13,0.0,
Eswatini,2020-03-14,1.0,
Eswatini,2020-03-15,1.0,
Eswatini,2020-03-16,1.0,
Eswatini,2020-03-17,1.0,
Eswatini,2020-03-18,1.0,
Eswatini,2020-03-19,1.0,
Eswatini,2020-03-20,1.0,
Eswatini,2020-03-21,1.0,
Eswatini,2020-03-22,4.0,
Eswatini,2020-03-23,4.0,
Eswatini,2020-03-24,4.0,
Eswatini,2020-03-25,4.0,
Eswatini,2020-03-26,6.0,
Eswatini,2020-03-27,9.0,
Eswatini,2020-03-28,9.0,
Eswatini,2020-03-29,9.0,
Eswatini,2020-03-30,9.0,
Eswatini,2020-03-31,9.0,
Eswatini,2020-04-01,9.0,
Eswatini,2020-04-02,9.0,
Eswatini,2020-04-03,9.0,
Eswatini,2020-04-04,9.0,
Eswatini,2020-04-05,9.0,
Ethiopia,2020-03-01,0.0,AF
Ethiopia,2020-03-02,0.0,AF
Ethiopia,2020-03-03,0.0,AF
Ethiopia,2020-03-04,0.0,AF
Ethiopia,2020-03-05,0.0,AF
Ethiopia,2020-03-06,0.0,AF
Ethiopia,2020-03-07,0.0,AF
Ethiopia,2020-03-08,0.0,AF
Ethiopia,2020-03-09,0.0,AF
Ethiopia,2020-03-10,0.0,AF
Ethiopia,2020-03-11,0.0,AF
Ethiopia,2020-03-12,0.0,AF
Ethiopia,2020-03-13,1.0,AF
Ethiopia,2020-03-14,1.0,AF
Ethiopia,2020-03-15,1.0,AF
Ethiopia,2020-03-16,5.0,AF
Ethiopia,2020-03-17,5.0,AF
Ethiopia,2020-03-18,6.0,AF
Ethiopia,2020-03-19,6.0,AF
Ethiopia,2020-03-20,9.0,AF
Ethiopia,2020-03-21,9.0,AF
Ethiopia,2020-03-22,11.0,AF
Ethiopia,2020-03-23,11.0,AF
Ethiopia,2020-03-24,12.0,AF
Ethiopia,2020-03-25,12.0,AF
Ethiopia,2020-03-26,12.0,AF
Ethiopia,2020-03-27,16.0,AF
Ethiopia,2020-03-28,16.0,AF
Ethiopia,2020-03-29,21.0,AF
Ethiopia,2020-03-30,23.0,AF
Ethiopia,2020-03-31,26.0,AF
Ethiopia,2020-04-01,29.0,AF
Ethiopia,2020-04-02,29.0,AF
Ethiopia,2020-04-03,35.0,AF
Ethiopia,2020-04-04,38.0,AF
Ethiopia,2020-04-05,43.0,AF
Fiji,2020-03-01,0.0,OC
Fiji,2020-03-02,0.0,OC
Fiji,2020-03-03,0.0,OC
Fiji,2020-03-04,0.0,OC
Fiji,2020-03-05,0.0,OC
Fiji,2020-03-06,0.0,OC
Fiji,2020-03-07,0.0,OC
Fiji,2020-03-08,0.0,OC
Fiji,2020-03-09,0.0,OC
Fiji,2020-03-10,0.0,OC
Fiji,2020-03-11,0.0,OC
Fiji,2020-03-12,0.0,OC
Fiji,2020-03-13,0.0,OC
Fiji,2020-03-14,0.0,OC
Fiji,2020-03-15,0.0,OC
Fiji,2020-03-16,0.0,OC
Fiji,2020-03-17,0.0,OC
Fiji,2020-03-18,0.0,OC
Fiji,2020-03-19,1.0,OC
Fiji,2020-03-20,1.0,OC
Fiji,2020-03-21,1.0,OC
Fiji,2020-03-22,2.0,OC
Fiji,2020-03-23,3.0,OC
Fiji,2020-03-24,4.0,OC
Fiji,2020-03-25,5.0,OC
Fiji,2020-03-26,5.0,OC
Fiji,2020-03-27,5.0,OC
Fiji,2020-03-28,5.0,OC
Fiji,2020-03-29,5.0,OC
Fiji,2020-03-30,5.0,OC
Fiji,2020-03-31,5.0,OC
Fiji,2020-04-01,5.0,OC
Fiji,2020-04-02,7.0,OC
Fiji,2020-04-03,7.0,OC
Fiji,2020-04-04,12.0,OC
Fiji,2020-04-05,12.0,OC
Finland,2020-03-01,6.0,EU
Finland,2020-03-02,6.0,EU
Finland,2020-03-03,6.0,EU
Finland,2020-03-04,6.0,EU
Finland,2020-03-05,12.0,EU
Finland,2020-03-06,15.0,EU
Finland,2020-03-07,15.0,EU
Finland,2020-03-08,23.0,EU
Finland,2020-03-09,30.0,EU
Finland,2020-03-10,40.0,EU
Finland,2020-03-11,59.0,EU
Finland,2020-03-12,59.0,EU
Finland,2020-03-13,155.0,EU
Finland,2020-03-14,225.0,EU
Finland,2020-03-15,244.0,EU
Finland,2020-03-16,277.0,EU
Finland,2020-03-17,321.0,EU
Finland,2020-03-18,336.0,EU
Finland,2020-03-19,400.0,EU
Finland,2020-03-20,450.0,EU
Finland,2020-03-21,523.0,EU
Finland,2020-03-22,626.0,EU
Finland,2020-03-23,700.0,EU
Finland,2020-03-24,792.0,EU
Finland,2020-03-25,880.0,EU
Finland,2020-03-26,958.0,EU
Finland,2020-03-27,1041.0,EU
Finland,2020-03-28,1167.0,EU
Finland,2020-03-29,1240.0,EU
Finland,2020-03-30,1352.0,EU
Finland,2020-03-31,1418.0,EU
Finland,2020-04-01,1446.0,EU
Finland,2020-04-02,1518.0,EU
Finland,2020-04-03,1615.0,EU
Finland,2020-04-04,1882.0,EU
Finland,2020-04-05,1927.0,EU
France,2020-03-01,130.0,EU
France,2020-03-02,191.0,EU
France,2020-03-03,204.0,EU
France,2020-03-04,288.0,EU
France,2020-03-05,380.0,EU
France,2020-03-06,656.0,EU
France,2020-03-07,959.0,EU
France,2020-03-08,1136.0,EU
France,2020-03-09,1219.0,EU
France,2020-03-10,1794.0,EU
France,2020-03-11,2293.0,EU
France,2020-03-12,2293.0,EU
France,2020-03-13,3681.0,EU
France,2020-03-14,4496.0,EU
France,2020-03-15,4532.0,EU
France,2020-03-16,6683.0,EU
France,2020-03-17,7715.0,EU
France,2020-03-18,9124.0,EU
France,2020-03-19,10970.0,EU
France,2020-03-20,12758.0,EU
France,2020-03-21,14463.0,EU
France,2020-03-22,16243.0,EU
France,2020-03-23,20123.0,EU
France,2020-03-24,22622.0,EU
France,2020-03-25,25600.0,EU
France,2020-03-26,29551.0,EU
France,2020-03-27,33402.0,EU
France,2020-03-28,38105.0,EU
France,2020-03-29,40708.0,EU
France,2020-03-30,45170.0,EU
France,2020-03-31,52827.0,EU
France,2020-04-01,57749.0,EU
France,2020-04-02,59929.0,EU
France,2020-04-03,65202.0,EU
France,2020-04-04,90848.0,EU
France,2020-04-05,93772.0,EU
Gabon,2020-03-01,0.0,AF
Gabon,2020-03-02,0.0,AF
Gabon,2020-03-03,0.0,AF
Gabon,2020-03-04,0.0,AF
Gabon,2020-03-05,0.0,AF
Gabon,2020-03-06,0.0,AF
Gabon,2020-03-07,0.0,AF
Gabon,2020-03-08,0.0,AF
Gabon,2020-03-09,0.0,AF
Gabon,2020-03-10,0.0,AF
Gabon,2020-03-11,0.0,AF
Gabon,2020-03-12,0.0,AF
Gabon,2020-03-13,0.0,AF
Gabon,2020-03-14,1.0,AF
Gabon,2020-03-15,1.0,AF
Gabon,2020-03-16,1.0,AF
Gabon,2020-03-17,1.0,AF
Gabon,2020-03-18,1.0,AF
